StockCode,Description,Unique_Customers,Unique_Invoices,total_quantity,Total_Revenue
22436,12 COLOURED PARTY BALLOONS,105,139,2110,1373.3
22437,SET OF 9 BLACK SKULL BALLOONS,140,173,2727,2263.35
22438,BALLOON ART MAKE YOUR OWN FLOWERS,66,68,900,825.24
22439,6 ROCKET BALLOONS ,116,156,1768,1176.8000000000002
22440,BALLOON WATER BOMB PACK OF 35,100,138,5897,2254.14
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,130,167,994,2069.4
22442,GROW YOUR OWN FLOWERS SET OF 3,68,74,292,1177.8
22443,GROW YOUR OWN HERBS SET OF 3,60,80,153,1216.3500000000001
22444,GROW YOUR OWN PLANT IN A CAN ,29,33,763,935.51
22445,PENCIL CASE LIFE IS BEAUTIFUL,72,93,472,1368.2
22446,PIN CUSHION BABUSHKA PINK,25,38,161,432.99
22447,PIN CUSHION BABUSHKA BLUE,16,16,75,223.95000000000002
22448,PIN CUSHION BABUSHKA RED,29,34,187,576.3100000000001
22449,SILK PURSE BABUSHKA PINK,65,87,365,1217.68
22450,SILK PURSE BABUSHKA BLUE,41,52,184,614.0
22451,SILK PURSE BABUSHKA RED,35,38,202,657.5
22452,MEASURING TAPE BABUSHKA PINK,53,66,388,1094.8000000000002
22453,MEASURING TAPE BABUSHKA BLUE,38,46,334,951.7
22454,MEASURING TAPE BABUSHKA RED,31,37,228,639.0
22456,NATURAL SLATE CHALKBOARD LARGE ,220,303,1452,6833.200000000001
22457,NATURAL SLATE HEART CHALKBOARD ,587,967,8480,24245.52
22458,CAST IRON HOOK GARDEN FORK,12,14,513,1371.4299999999998
22459,CAST IRON HOOK GARDEN TROWEL,12,15,375,962.73
22460,EMBOSSED GLASS TEALIGHT HOLDER,118,162,2381,2871.84
22461,SAVOY ART DECO CLOCK,35,45,231,1251.25
22464,HANGING METAL HEART LANTERN,191,277,3200,4823.499999999999
22465,HANGING METAL STAR LANTERN,119,159,1965,2839.6299999999997
22466,FAIRY TALE COTTAGE NIGHTLIGHT,114,150,2929,5071.95
22467,GUMBALL COAT RACK,262,570,7688,17580.350000000002
22468,BABUSHKA LIGHTS STRING OF 10,82,116,467,3032.39
22469,HEART OF WICKER SMALL,573,961,16775,28228.64
22470,HEART OF WICKER LARGE,485,801,9591,28520.95
22471,TV DINNER TRAY AIR HOSTESS ,53,64,360,1097.68
22472,TV DINNER TRAY DOLLY GIRL,58,80,293,1234.0700000000002
22473,TV DINNER TRAY VINTAGE PAISLEY,58,79,437,1239.39
22474,SPACEBOY TV DINNER TRAY,70,83,244,1009.0400000000001
22475,SKULL DESIGN TV DINNER TRAY,49,109,281,1225.95
22476,EMPIRE UNION JACK TV DINNER TRAY,61,78,811,2150.77
22477,WATERING CAN GARDEN MARKER,63,70,1290,1778.1
22478,BIRDHOUSE GARDEN MARKER ,59,76,1417,1936.85
22479,DAISY GARDEN MARKER,48,54,1078,1513.1
22480,RED TEA TOWEL CLASSIC DESIGN,57,67,613,729.77
22481,BLACK TEA TOWEL CLASSIC DESIGN,68,84,694,608.52
22482,BLUE TEA TOWEL CLASSIC DESIGN,40,48,448,523.52
22483,RED GINGHAM TEDDY BEAR ,91,130,726,2041.7800000000002
22485,SET OF 2 WOODEN MARKET CRATES,142,165,462,5652.9
22486,PLASMATRONIC LAMP,9,10,52,288.94
22487,WHITE WOOD GARDEN PLANT LADDER,278,379,724,6778.8099999999995
22488,NATURAL SLATE RECTANGLE CHALKBOARD,211,309,2911,4636.91
22489,PACK OF 12 TRADITIONAL CRAYONS,232,318,9314,3754.89
22491,PACK OF 12 COLOURED PENCILS,162,200,3910,3130.8399999999997
22492,MINI PAINT SET VINTAGE ,213,325,26076,16039.240000000002
22493,PAINT YOUR OWN CANVAS SET,125,176,2354,3740.58
22494,EMERGENCY FIRST AID TIN ,79,119,890,1102.64
22495,SET OF 2 ROUND TINS CAMEMBERT ,60,65,242,515.1800000000001
22496,SET OF 2 ROUND TINS DUTCH CHEESE,63,69,243,477.09000000000003
22497,SET OF 2 TINS VINTAGE BATHROOM ,50,59,178,756.5
22498,WOODEN REGATTA BUNTING,68,96,229,1362.5500000000002
22499,WOODEN UNION JACK BUNTING,217,296,1734,9928.83
22500,SET OF 2 TINS JARDIN DE PROVENCE,78,85,240,840.2
22501,PICNIC BASKET WICKER LARGE,187,257,1194,10818.9
22502,PICNIC BASKET WICKER SMALL,175,234,1488,47366.2
22503,CABIN BAG VINTAGE PAISLEY,15,16,64,1279.2
22504,CABIN BAG VINTAGE RETROSPOT,31,39,160,3012.4
22505,MEMO BOARD COTTAGE DESIGN,186,262,1365,6306.1900000000005
22507,MEMO BOARD RETROSPOT  DESIGN,230,348,2786,12411.02
22508,DOORSTOP RETROSPOT HEART,177,236,1516,5938.21
22509,SEWING BOX RETROSPOT DESIGN ,71,80,205,1931.75
22510,GINGHAM BABUSHKA DOORSTOP,34,41,210,404.62
22511,RETROSPOT BABUSHKA DOORSTOP,44,48,245,455.87
22512,DOORSTOP RACING CAR DESIGN,28,32,118,236.0
22513,DOORSTOP FOOTBALL DESIGN,37,51,135,408.73
22514,CHILDS GARDEN SPADE BLUE,61,75,261,539.1
22515,CHILDS GARDEN SPADE PINK,53,63,237,488.70000000000005
22516,CHILDS GARDEN RAKE BLUE,35,41,171,350.1
22517,CHILDS GARDEN RAKE PINK,48,54,186,381.6
22518,CHILDS GARDEN BRUSH BLUE,44,57,333,663.3000000000001
22519,CHILDS GARDEN BRUSH PINK,53,65,370,741.0000000000001
22520,CHILDS GARDEN TROWEL BLUE ,88,105,705,599.25
22521,CHILDS GARDEN TROWEL PINK,81,94,607,515.9499999999999
22522,CHILDS GARDEN FORK BLUE ,100,120,923,759.5899999999999
22523,CHILDS GARDEN FORK PINK,98,118,844,717.4
22524,CHILDRENS GARDEN GLOVES BLUE,55,65,592,721.0
22525,CHILDRENS GARDEN GLOVES PINK,42,52,458,553.5
22526,WHEELBARROW FOR CHILDREN ,55,67,112,1406.4
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,52,61,816,329.76
22530,MAGIC DRAWING SLATE DOLLY GIRL ,143,181,3514,1431.96
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,127,163,3293,1348.5
22532,MAGIC DRAWING SLATE LEAP FROG ,54,66,1063,360.06
22533,MAGIC DRAWING SLATE BAKE A CAKE ,68,78,1745,607.62
22534,MAGIC DRAWING SLATE SPACEBOY ,172,202,4331,1735.5
22535,MAGIC DRAWING SLATE BUNNIES ,88,110,1716,631.44
22536,MAGIC DRAWING SLATE PURDEY,109,144,4721,1782.18
22537,MAGIC DRAWING SLATE DINOSAUR,115,135,1818,763.5600000000001
22538,MINI JIGSAW GO TO THE FAIR,25,26,387,151.5
22539,MINI JIGSAW DOLLY GIRL,74,85,2824,1050.4099999999999
22540,MINI JIGSAW CIRCUS PARADE ,50,65,2451,915.78
22541,MINI JIGSAW LEAP FROG,19,21,466,181.04
22543,MINI JIGSAW BAKE A CAKE ,32,39,1436,516.61
22544,MINI JIGSAW SPACEBOY,101,124,4414,1628.3
22545,MINI JIGSAW BUNNIES,40,47,1089,391.11
22546,MINI JIGSAW PURDEY,50,59,2065,767.8299999999999
22547,MINI JIGSAW DINOSAUR ,41,50,738,279.51
22548,HEADS AND TAILS SPORTING FUN,149,179,1873,2097.96
22549,PICTURE DOMINOES,195,244,2992,4237.04
22550,HOLIDAY FUN LUDO,136,176,1102,3810.71
22551,PLASTERS IN TIN SPACEBOY,339,579,7664,12151.8
22553,PLASTERS IN TIN SKULLS,281,439,4036,6505.799999999999
22554,PLASTERS IN TIN WOODLAND ANIMALS,351,587,7307,11637.429999999998
22555,PLASTERS IN TIN STRONGMAN,294,449,5885,9462.289999999999
22556,PLASTERS IN TIN CIRCUS PARADE ,305,521,5952,9596.96
22557,PLASTERS IN TIN VINTAGE PAISLEY ,315,480,4573,7346.69
22558,CLOTHES PEGS RETROSPOT PACK 24 ,363,639,8418,12545.38
22559,SEASIDE FLYING DISC,33,39,387,472.77
22560,TRADITIONAL MODELLING CLAY,229,336,8014,9311.47
22561,WOODEN SCHOOL COLOURING SET,288,395,5695,9072.869999999999
22562,MONSTERS STENCIL CRAFT,149,190,1398,1720.42
22563,HAPPY STENCIL CRAFT,171,252,2785,3254.6000000000004
22564,ALPHABET STENCIL CRAFT,120,165,2673,3005.44
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,85,108,818,712.4599999999999
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,94,118,834,721.38
22567,20 DOLLY PEGS RETROSPOT,135,182,2368,3048.2
22568,FELTCRAFT CUSHION OWL,244,417,3284,11783.05
22569,FELTCRAFT CUSHION BUTTERFLY,192,294,2698,9655.48
22570,FELTCRAFT CUSHION RABBIT,202,324,3018,10694.81
22571,ROCKING HORSE RED CHRISTMAS ,152,176,2207,1813.55
22572,ROCKING HORSE GREEN CHRISTMAS ,114,126,1265,1050.29
22573,STAR WOODEN CHRISTMAS DECORATION,127,154,2445,2040.81
22574,HEART WOODEN CHRISTMAS DECORATION,131,157,2124,1854.54
22575,METAL MERRY CHRISTMAS WREATH,61,76,622,1160.1
22576,SWALLOW WOODEN CHRISTMAS DECORATION,102,125,1419,1218.6299999999999
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,343,463,9784,3416.4799999999996
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,332,433,9630,3165.22
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,226,276,4808,1665.1599999999999
22580,ADVENT CALENDAR GINGHAM SACK,126,166,836,4787.68
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,83,98,1090,705.7199999999999
22582,PACK OF 6 SWEETIE GIFT BOXES,73,77,1029,2496.7599999999998
22583,PACK OF 6 HANDBAG GIFT BOXES,73,77,529,1348.9499999999998
22584,PACK OF 6 PANNETONE GIFT BOXES,127,153,2241,5496.59
22585,PACK OF 6 BIRDY GIFT TAGS,241,319,6062,7149.700000000001
22586,FELTCRAFT HAIRBAND PINK AND BLUE,100,117,796,676.5999999999999
22587,FELTCRAFT HAIRBAND RED AND BLUE,103,120,845,718.25
22588,CARD HOLDER GINGHAM HEART,110,135,605,1732.41
22589,CARDHOLDER GINGHAM STAR,46,57,323,940.49
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,53,63,374,1250.84
22592,CARDHOLDER HOLLY WREATH METAL,79,91,506,1886.08
22593,CHRISTMAS GINGHAM STAR,106,138,2049,1736.9699999999998
22594,CHRISTMAS GINGHAM TREE,93,125,1744,1480.06
22595,CHRISTMAS GINGHAM HEART,274,361,6516,5278.86
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,196,234,3290,3567.7
22597,CHRISTMAS MUSICAL ZINC HEART ,95,118,2534,973.68
22598,CHRISTMAS MUSICAL ZINC TREE,42,51,815,291.33
22599,CHRISTMAS MUSICAL ZINC STAR,58,70,1489,528.2099999999999
22600,CHRISTMAS RETROSPOT STAR WOOD,120,143,1540,1303.54
22601,CHRISTMAS RETROSPOT ANGEL WOOD,121,150,2238,1827.4199999999998
22602,CHRISTMAS RETROSPOT HEART WOOD,141,174,1962,1647.4199999999998
22603,CHRISTMAS RETROSPOT TREE WOOD,111,125,1295,1089.83
22604,SET OF 4 NAPKIN CHARMS CUTLERY,77,108,1173,2647.96
22605,WOODEN CROQUET GARDEN SET,181,240,709,9555.98
22606,WOODEN SKITTLES GARDEN SET,110,132,305,4336.75
22607,WOODEN ROUNDERS GARDEN SET ,224,303,1269,11601.14
22608,PENS ASSORTED FUNKY JEWELED ,63,84,4933,984.73
22609,PENS ASSORTED SPACEBALL,89,118,5636,1219.8799999999999
22610,PENS ASSORTED FUNNY FACE,123,171,9146,2320.58
22611,VINTAGE UNION JACK SHOPPING BAG,36,40,219,1016.85
22613,PACK OF 20 SPACEBOY NAPKINS,82,114,1488,1150.3799999999999
22614,PACK OF 12 SPACEBOY TISSUES,132,170,2957,961.29
22615,PACK OF 12 CIRCUS PARADE TISSUES ,61,69,2024,618.42
22616,PACK OF 12 LONDON TISSUES ,195,382,25345,7266.71
22617,BAKING SET SPACEBOY DESIGN,296,424,2153,10210.890000000001
22618,COOKING SET RETROSPOT,23,25,66,621.66
22619,SET OF 6 SOLDIER SKITTLES,250,339,2297,8597.5
22620,4 TRADITIONAL SPINNING TOPS,260,364,4491,5960.08
22621,TRADITIONAL KNITTING NANCY,366,509,5895,9297.869999999999
22622,BOX OF VINTAGE ALPHABET BLOCKS,174,231,1295,13035.66
22623,BOX OF VINTAGE JIGSAW BLOCKS ,165,219,920,5031.570000000001
22624,IVORY KITCHEN SCALES,376,620,1783,14788.33
22625,RED KITCHEN SCALES,292,448,1476,11895.73
22626,BLACK KITCHEN SCALES,134,183,504,4159.53
22627,MINT KITCHEN SCALES,193,304,792,6599.79
22628,PICNIC BOXES SET OF 3 RETROSPOT ,85,118,775,3612.25
22629,SPACEBOY LUNCH BOX ,322,704,13919,24694.59
22630,DOLLY GIRL LUNCH BOX,287,616,11336,20129.44
22631,CIRCUS PARADE LUNCH BOX ,168,256,3375,6122.629999999999
22632,HAND WARMER RED POLKA DOT,260,359,4394,8751.12
22633,HAND WARMER UNION JACK,300,441,4746,9550.560000000001
22634,CHILDS BREAKFAST SET SPACEBOY ,155,203,731,6681.849999999999
22635,CHILDS BREAKFAST SET DOLLY GIRL ,143,180,657,6063.0
22636,CHILDS BREAKFAST SET CIRCUS PARADE,141,182,565,4656.3
22637,PIGGY BANK RETROSPOT ,188,262,2619,6308.57
22638,SET OF 4 NAPKIN CHARMS CROWNS ,37,38,255,394.41999999999996
22639,SET OF 4 NAPKIN CHARMS HEARTS,101,127,763,1733.37
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,33,41,186,344.21999999999997
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,23,24,112,225.92
22642,SET OF 4 NAPKIN CHARMS STARS   ,39,43,253,516.8
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,29,30,185,334.63
22644,CERAMIC CHERRY CAKE MONEY BANK,146,188,2052,2328.7799999999997
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,161,233,1757,2255.93
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,185,279,3927,4756.91
22647,CERAMIC LOVE HEART MONEY BANK,34,36,721,429.84999999999997
22649,STRAWBERRY FAIRY CAKE TEAPOT,86,160,751,3653.75
22650,CERAMIC PIRATE CHEST MONEY BANK,78,106,800,1136.0
22651,GENTLEMAN SHIRT REPAIR KIT ,73,94,1992,1602.72
22652,TRAVEL SEWING KIT,263,394,4864,7787.36
22653,BUTTON BOX ,73,118,1072,2022.66
22654,DELUXE SEWING KIT ,157,222,1058,5974.62
22655,VINTAGE RED KITCHEN CABINET,34,38,60,8125.0
22656,VINTAGE BLUE KITCHEN CABINET,17,20,26,3685.0
22659,LUNCH BOX I LOVE LONDON,213,504,11094,19353.219999999998
22660,DOORMAT I LOVE LONDON,56,69,327,2157.33
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,172,343,5085,4028.19
22662,LUNCH BAG DOLLY GIRL DESIGN,310,598,6545,10360.69
22663,JUMBO BAG DOLLY GIRL DESIGN,171,317,3097,6008.41
22664,TOY TIDY DOLLY GIRL DESIGN,62,102,642,1178.18
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,163,231,1219,3425.01
22666,RECIPE BOX PANTRY YELLOW DESIGN,471,828,7373,20859.27
22667,RECIPE BOX RETROSPOT ,233,441,2870,7952.900000000001
22668,PINK BABY BUNTING,162,204,1965,5448.11
22669,RED BABY BUNTING ,143,167,1027,2969.65
22670,FRENCH WC SIGN BLUE METAL,141,208,1754,2193.99
22671,FRENCH LAUNDRY SIGN BLUE METAL,75,103,919,1465.3099999999997
22672,FRENCH BATHROOM SIGN BLUE METAL,125,158,1382,2227.62
22673,FRENCH GARDEN SIGN BLUE METAL,85,110,772,960.58
22674,FRENCH TOILET SIGN BLUE METAL,106,144,1274,1536.71
22675,FRENCH KITCHEN SIGN BLUE METAL,94,123,1176,1423.89
22676,FRENCH BLUE METAL DOOR SIGN 1,61,138,1040,1303.64
22677,FRENCH BLUE METAL DOOR SIGN 2,59,113,874,1092.51
22678,FRENCH BLUE METAL DOOR SIGN 3,59,102,751,941.18
22679,FRENCH BLUE METAL DOOR SIGN 4,54,91,647,810.57
22680,FRENCH BLUE METAL DOOR SIGN 5,61,100,745,932.47
22681,FRENCH BLUE METAL DOOR SIGN 6,45,81,627,785.57
22682,FRENCH BLUE METAL DOOR SIGN 7,52,79,618,773.11
22683,FRENCH BLUE METAL DOOR SIGN 8,54,80,575,720.57
22684,FRENCH BLUE METAL DOOR SIGN 9,41,60,464,579.4
22685,FRENCH BLUE METAL DOOR SIGN 0,49,70,543,678.15
22686,FRENCH BLUE METAL DOOR SIGN No,39,73,859,997.2
22687,DOORMAT CHRISTMAS VILLAGE,30,35,568,2991.7
22688,DOORMAT PEACE ON EARTH BLUE,26,27,700,3442.04
22689,DOORMAT MERRY CHRISTMAS RED ,94,112,614,4340.44
22690,DOORMAT HOME SWEET HOME BLUE ,198,261,1597,9635.89
22691,DOORMAT WELCOME SUNRISE,65,95,344,2268.64
22692,DOORMAT WELCOME TO OUR HOME,231,338,1378,9468.08
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,167,239,15940,17226.2
22694,WICKER STAR ,228,303,1612,3337.2000000000003
22695,WICKER WREATH SMALL,82,96,695,850.87
22696,WICKER WREATH LARGE,108,123,694,1307.36
22697,GREEN REGENCY TEACUP AND SAUCER,387,691,6430,17806.34
22698,PINK REGENCY TEACUP AND SAUCER,319,556,5343,14769.490000000002
22699,ROSES REGENCY TEACUP AND SAUCER ,423,783,9132,24865.600000000002
22700,BLACK AND WHITE DOG BOWL,41,48,1194,2584.68
22701,PINK DOG BOWL,39,52,436,613.24
22702,BLACK AND WHITE CAT BOWL,35,43,1357,2661.8999999999996
22703,PINK CAT BOWL,30,40,168,249.42000000000002
22704,WRAP RED APPLES ,129,173,5275,2167.5
22705,WRAP GREEN PEARS ,61,74,1900,798.0
22706,WRAP COWBOYS  ,64,69,2050,845.0
22707,WRAP MONSTER FUN ,41,47,1250,525.0
22708,WRAP DOLLY GIRL,79,99,2775,1149.5
22709,WRAP WEDDING DAY,38,39,1325,528.5
22710,WRAP I LOVE LONDON ,79,100,4425,1742.5
22711,WRAP CIRCUS PARADE,89,100,2852,1181.84
22712,CARD DOLLY GIRL ,141,213,4319,1721.37
22713,CARD I LOVE LONDON ,109,149,3309,1312.12
22714,CARD BIRTHDAY COWBOY,125,155,3367,1324.8899999999999
22715,CARD WEDDING DAY,78,98,1506,615.24
22716,CARD CIRCUS PARADE,167,214,3088,1272.27
22717,CARD DOG AND BALL ,69,87,1170,487.08
22718,CARD CAT AND TREE ,70,104,1560,646.56
22719,GUMBALL MONOCHROME COAT RACK,25,34,463,508.07000000000005
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,640,1146,7020,33347.8
22721,SET OF 3 CAKE TINS SKETCHBOOK,183,246,910,3949.7200000000003
22722,SET OF 6 SPICE TINS PANTRY DESIGN,393,653,5372,20530.0
22723,SET OF 6 HERB TINS SKETCHBOOK,170,235,1059,3705.8900000000003
22725,ALARM CLOCK BAKELIKE CHOCOLATE,171,322,1776,6574.26
22726,ALARM CLOCK BAKELIKE GREEN,322,789,5641,20880.4
22727,ALARM CLOCK BAKELIKE RED ,388,877,7221,25925.2
22728,ALARM CLOCK BAKELIKE PINK,291,613,5074,18569.09
22729,ALARM CLOCK BAKELIKE ORANGE,179,359,2182,7995.63
22730,ALARM CLOCK BAKELIKE IVORY,241,468,2728,10285.61
22731,3D CHRISTMAS STAMPS STICKERS ,85,105,1075,1361.95
22732,3D VINTAGE CHRISTMAS STICKERS ,102,126,1522,1930.38
22733,3D TRADITIONAL CHRISTMAS STICKERS,119,141,1471,1882.31
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,278,329,2843,8051.83
22735,RIBBON REEL SOCKS AND MITTENS,73,86,673,1106.1299999999999
22736,RIBBON REEL MAKING SNOWMEN ,130,152,1102,1825.46
22737,RIBBON REEL CHRISTMAS PRESENT ,148,187,1227,2075.39
22738,RIBBON REEL SNOWY VILLAGE,147,176,2007,3219.43
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,168,204,1588,2704.44
22740,POLKADOT PEN,89,107,6625,5475.25
22741,FUNKY DIVA PEN,107,155,8328,7010.94
22742,MAKE YOUR OWN PLAYTIME CARD KIT,77,88,628,1245.88
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,115,148,867,2030.6100000000001
22744,MAKE YOUR OWN MONSOON CARD KIT,123,146,833,1898.8300000000002
22745,POPPY'S PLAYHOUSE BEDROOM ,216,316,1788,3689.9500000000003
22746,POPPY'S PLAYHOUSE LIVINGROOM ,179,252,1319,2733.02
22747,POPPY'S PLAYHOUSE BATHROOM,123,169,879,1800.9
22748,POPPY'S PLAYHOUSE KITCHEN,233,346,1895,3933.7100000000005
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,275,401,2223,8071.51
22750,FELTCRAFT PRINCESS LOLA DOLL,247,378,1964,7166.94
22751,FELTCRAFT PRINCESS OLIVIA DOLL,184,251,1514,5446.1
22752,SET 7 BABUSHKA NESTING BOXES,188,297,1654,12665.29
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,98,166,918,614.63
22754,SMALL RED BABUSHKA NOTEBOOK ,120,194,1802,1106.44
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,110,193,1577,1012.78
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,68,93,554,546.88
22757,LARGE RED BABUSHKA NOTEBOOK ,81,113,1009,950.46
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,85,127,1122,942.02
22759,SET OF 3 NOTEBOOKS IN PARCEL,253,319,5207,8283.75
22760,"TRAY, BREAKFAST IN BED",50,66,259,3089.85
22761,CHEST 7 DRAWER MA CAMPAGNE,21,24,34,821.3
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,74,87,145,2070.95
22763,KEY CABINET MA CAMPAGNE,76,93,191,1865.6499999999999
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",2,2,3,74.85
22765,NEWSPAPER STAND,3,3,25,257.37
22766,PHOTO FRAME CORNICE,278,454,3206,9365.78
22767,TRIPLE PHOTO FRAME CORNICE ,152,208,761,6932.83
22768,FAMILY PHOTO FRAME CORNICE,184,233,837,7646.839999999999
22769,CHALKBOARD KITCHEN ORGANISER,3,3,6,137.7
22770,MIRROR CORNICE,44,55,83,1223.25
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,168,321,5753,6923.17
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,84,170,3345,3926.72
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,82,145,1852,2242.52
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,56,97,2007,2322.27
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,79,145,2614,3169.87
22776,SWEETHEART CAKESTAND 3 TIER,327,449,1116,10570.6
22777,GLASS BELL JAR LARGE,37,42,331,2598.4500000000003
22778,GLASS CLOCHE SMALL,80,107,757,2743.75
22779,WOODEN OWLS LIGHT GARLAND ,88,147,1535,5781.35
22780,LIGHT GARLAND BUTTERFILES PINK,82,130,1340,5018.84
22781,GUMBALL MAGAZINE RACK,118,160,533,3916.79
22782,SET 3 WICKER STORAGE BASKETS ,65,74,241,3399.95
22783,SET 3 WICKER OVAL BASKETS W LIDS,29,32,462,5922.12
22784,LANTERN CREAM GAZEBO ,192,259,1214,5721.42
22785,SQUARECUSHION COVER PINK UNION FLAG,48,54,212,797.44
22786,CUSHION COVER PINK UNION JACK,31,37,108,576.64
22788,BROCANTE COAT RACK,33,46,205,1734.05
22789,T-LIGHT HOLDER SWEETHEART HANGING,101,126,838,1605.84
22791,T-LIGHT GLASS FLUTED ANTIQUE,184,260,7336,8378.890000000001
22792,FLUTED ANTIQUE CANDLE HOLDER,100,128,2313,1888.31
22794,SWEETHEART WIRE MAGAZINE RACK,114,157,300,2373.0
22795,SWEETHEART RECIPE BOOK STAND,170,287,1099,7084.650000000001
22796,PHOTO FRAME 3 CLASSIC HANGING,146,212,554,5377.45
22797,CHEST OF DRAWERS GINGHAM HEART ,63,79,146,2459.04
22798,ANTIQUE GLASS DRESSING TABLE POT,126,188,1643,4687.01
22799,SWEETHEART WIRE FRUIT BOWL,70,79,198,1497.8
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,109,138,765,2817.13
22801,ANTIQUE GLASS PEDESTAL BOWL,123,159,890,3223.35
22802,FAUX FUR CHOCOLATE THROW,30,34,66,1055.7
22803,IVORY EMBROIDERED QUILT ,18,25,46,1715.9
22804,CANDLEHOLDER PINK HANGING HEART,252,409,2869,7247.910000000001
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,77,122,1574,1924.18
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,28,28,243,595.6500000000001
22807,SET OF 6 T-LIGHTS TOADSTOOLS,74,107,676,1796.64
22808,SET OF 6 T-LIGHTS EASTER CHICKS,51,54,320,899.8000000000001
22809,SET OF 6 T-LIGHTS SANTA,141,173,1198,3517.6600000000003
22810,SET OF 6 T-LIGHTS SNOWMEN,106,137,908,2792.0800000000004
22811,SET OF 6 T-LIGHTS CACTI ,37,55,775,1987.93
22812,PACK 3 BOXES CHRISTMAS PANNETONE,98,122,1571,2964.77
22813,PACK 3 BOXES BIRD PANNETONE ,116,154,2265,4203.33
22814,CARD PARTY GAMES ,75,95,1581,633.78
22815,CARD PSYCHEDELIC APPLES,79,113,1810,747.24
22816,CARD MOTORBIKE SANTA,158,176,3438,1420.2
22817,CARD SUKI BIRTHDAY,79,126,1858,763.08
22818,CARD CHRISTMAS VILLAGE,151,162,3162,1319.4
22819,"BIRTHDAY CARD, RETRO SPOT",94,126,1848,758.88
22820,GIFT BAG BIRTHDAY,42,45,761,494.83000000000004
22821,GIFT BAG PSYCHEDELIC APPLES,52,66,834,542.46
22822,CREAM WALL PLANTER HEART SHAPED,121,144,417,2402.6600000000003
22823,CHEST NATURAL WOOD 20 DRAWERS,13,13,24,2745.0
22824,3 TIER SWEETHEART GARDEN SHELF,42,43,55,1938.2500000000002
22825,DECORATIVE PLANT POT WITH FRIEZE,23,25,70,544.5
22826,LOVE SEAT ANTIQUE WHITE METAL,33,41,58,6210.0
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,21,26,35,5415.0
22828,REGENCY MIRROR WITH SHUTTERS,7,7,10,1530.0
22829,SWEETHEART WIRE WALL TIDY,80,97,215,2066.75
22830,UTILTY CABINET WITH HOOKS,5,6,131,2610.2900000000004
22831,WHITE BROCANTE SOAP DISH,91,104,684,1960.2000000000003
22832,BROCANTE SHELF WITH HOOKS,64,69,155,1645.45
22833,HALL CABINET WITH 3 DRAWERS,4,4,75,2503.5299999999997
22834,HAND WARMER BABUSHKA DESIGN,199,288,4633,6149.33
22835,HOT WATER BOTTLE I AM SO POORLY,316,505,2972,13847.28
22837,HOT WATER BOTTLE BABUSHKA ,108,134,992,4479.2
22838,3 TIER CAKE TIN RED AND CREAM,115,136,652,8737.78
22839,3 TIER CAKE TIN GREEN AND CREAM,107,136,364,4954.5599999999995
22840,ROUND CAKE TIN VINTAGE RED,193,250,891,6600.7300000000005
22841,ROUND CAKE TIN VINTAGE GREEN,156,199,516,3895.48
22842,BISCUIT TIN VINTAGE RED,120,146,572,3609.8
22843,BISCUIT TIN VINTAGE GREEN,92,114,434,2691.88
22844,VINTAGE CREAM DOG FOOD CONTAINER,176,292,826,6779.35
22845,VINTAGE CREAM CAT FOOD CONTAINER,155,235,704,4208.09
